N°,N°ENREGISTREMENT,CODE,DENOMINATION COMMUNE INTERNATIONALE,NOM DE MARQUE,FORME,DOSAGE,CONDITIONNEMENT,LISTE,P1,P2,OBS,LABORATOIRES DETENTEUR DE LA DECISION D'ENREGISTREMENT,PAYS DU LABORATOIRE DETENTEUR DE LA DECISION D'ENREGISTREMENT,DATE D'ENREGISTREMENT INITIAL,DATE D'ENREGISTREMENT FINAL,TYPE,STATUT
1039,001/13 B 255/01,13 B 255,CEFTRIAXONE,CEFTRIAXONA HIKMA,PDRE. ET SOLV. SOL INJ IM,1000MG/FL. DE PDRE.,"B/1FL. DE PDRE. + 1FL. SOLV.(1%LIDOCAINE) DE 3,5ML",LISTE I,HOP,,,HIKMA FARMACEUTICA (Portugal) SA,PORTUGAL,2002-01-05 00:00:00,2002-01-05 00:00:00,GE,I
1040,352/13 B 256/02/09,13 B 256,CEFOTAXIME,FOXIME,PDRE. ET SOLV. SOL INJ IM,1G/FL. DE PDRE.**,B/1FL. DE PDRE. + 1AMP. DE 5ML DE SOLVT. (LIDOCAINE 1%),LISTE I,HOP,,,EL KENDI INDUSTRIE DU MEDICAMENT,ALGERIE,2002-06-05 00:00:00,2009-07-19 00:00:00,GE,I
1041,001/13 B 257/02/08,13 B 257,CEFAZOLINE SODIQUE EXPRIME EN CEFAZOLINE,HIKMA CEFAZOLIN,PDRE. ET SOLV. SOL INJ IM,500MG/FL. DE PDRE.,"B/1FL. DE PDRE. +1AMP. DE 2ML DE SOLV. (0,5% LIDOCAINE)",LISTE I,HOP,OFF,,HIKMA PHARMACEUTICALS,JORDANIE,2002-08-11 00:00:00,2008-05-31 00:00:00,GE,I
1042,173/13 B 261/03,13 B 261,CEFACLOR,TABICLOR,GLES,250MG,B/15,LISTE I,HOP,OFF,,TABUK,ARABIE SAOUDITE,2003-08-03 00:00:00,2003-08-03 00:00:00,GE,I
1043,225/13 B 262/03,13 B 262,CEFACLOR,DICEF,GLES,500MG,B/15,LISTE I,HOP,OFF,,JAZEERA PHARMACEUTICAL INDUSTRIES,ARABIE SAOUDITE,2004-01-12 00:00:00,2004-01-12 00:00:00,GE,I
1044,352/13 B 293/08,13 B 293,CEFACLOR (ANHYDRE)**,TABICLOR M.R.,COMPRIME PELLICULE,750MG**,B/10,LISTE I,HOP,OFF,,EL KENDI INDUSTRIE DU MEDICAMENT,ALGERIE,2008-04-27 00:00:00,2008-04-27 00:00:00,GE,I
1045,352/13 B 295/08,13 B 295,CEFTAZIDIME,ZIDIME,PDRE. SOL. INJ. IV,2G**,B/1FL. DE PDRE.,LISTE I,HOP,,,EL KENDI INDUSTRIE DU MEDICAMENT,ALGERIE,2008-04-27 00:00:00,2008-04-27 00:00:00,GE,I
1046,321/13 B 309/06,13 B 309,CEFIXIME,ISIOCEF,PDRE. SUSP. BUV.,50MG/5ML,FL/30ML,LISTE I,HOP,OFF,,BIOVITAL Sarl,ALGERIE,2006-12-02 00:00:00,2006-12-02 00:00:00,GE,I
1047,178/13 B 320/07,13 B 320,CEFOPERAZONE,MEDOCEF,PDRE. SOL. INJ.,1G,B/01 - B/10 - B/100*,LISTE I,HOP,OFF,B/100 RESERVEE AUX HÔPITAUX,MEDOCHEMIE LTD,CHYPRE,2007-05-12 00:00:00,2007-05-12 00:00:00,GE,I
1048,178/13 B 321/07,13 B 321,CEFOPERAZONE,MEDOCEF,PDRE. SOL. INJ.,"2,00G",B/01- B/10 - B/100*,LISTE I,HOP,OFF,B/100* UNIQUEMENT HOPITAUX,MEDOCHEMIE LTD,CHYPRE,2007-06-17 00:00:00,2007-06-17 00:00:00,GE,I
1049,352/13 B 326/08,13 B 326,CEFTRIAXONE** (SOUS FORME DE CEFTRIAXONE SODIUM),"TRIAXONE 0,5",PDRE. ET SOLV. INJ. IM,100MG/ML** (OU 500MG/5ML),B/1FL. DE PDRE + 1 AMP. DE SOLV. DE 5ML (LIDOCAINE CHLORHYDRATE 1%),LISTE I,HOP,,,EL KENDI INDUSTRIE DU MEDICAMENT,ALGERIE,2008-03-23 00:00:00,2008-03-23 00:00:00,GE,I
1050,001/13 B 327/08,13 B 327,CEFOXITINE** (SOUS FORME DE CEFOXITINE SODIQUE),ZOXIN,PDRE. SOL. INJ. IM/IV,1G**,B/1FL DE PDRE.,LISTE I,HOP,,,HIKMA PHARMACEUTICALS,JORDANIE,2008-04-27 00:00:00,2008-04-27 00:00:00,GE,I
1051,376/13 B 332/08,13 B 332,CEFPODOXIME** (SOUS FORME DE CEFPODOXIME PROXETIL),ORELOX,COMPRIME,100MG**,B/10,LISTE I,HOP,OFF,,SANOFI AVENTIS,FRANCE,2008-12-23 00:00:00,2008-12-23 00:00:00,RE,I
1052,376/13 B 333/08,13 B 333,CEFPODOXIME** (SOUS FORME DE CEFPODOXIME PROXETIL),ORELOX ENFANTS ET NOURRISSONS,GRLES.SUSP. BUV.,40MG/5ML (OU 8MG/ML)**,B/1FL.DE 100ML,LISTE I,HOP,OFF,,SANOFI AVENTIS,FRANCE,2008-12-23 00:00:00,2008-12-23 00:00:00,RE,I
1053,003/13 C 020/07,13 C 020,DOXYCYCLINE,BIOMYCINE,COMPRIME,100MG,B/20,LISTE I,HOP,OFF,,SAIDAL GROUPE,ALGERIE,2007-03-18 00:00:00,2007-03-18 00:00:00,GE,F
1054,003/13 C 020/98,13 C 020,DOXYCYCLINE,DOXYLINE,GLES.,100MG,B/06,LISTE I,HOP,OFF,,SAIDAL,ALGERIE,1998-01-24 00:00:00,1998-01-24 00:00:00,GE,F
1055,045/13 C 020/98/09,13 C 020,DOXYCYCLINE MONOHYDRATEE EXPRIME EN DOXYCYCLINE,VIBRAMYCINE,COMPRIME SECABLE,100MG,B/05,LISTE I,HOP,OFF,,PFIZER PHARM ALGERIE,ALGERIE,1998-11-28 00:00:00,2009-02-10 00:00:00,RE,F
1056,050/13 C 020/98/10,13 C 020,DOXYCYCLINE**(SOUS FOPME D'HYCLATE),DOTUR,COMPRIME SECABLE,100MG,B/10,LISTE I,HOP,OFF,,SANDOZ SPA,ALGERIE,1998-01-26 00:00:00,2010-12-19 00:00:00,GE,F
1057,003/13 C 023/98,13 C 023,OXYTETRACYCLINE,OXYMED,GLES,250MG,B/16,LISTE I,HOP,OFF,,SAIDAL,ALGERIE,1998-01-24 00:00:00,1998-01-24 00:00:00,GE,F
1058,011/13 D 024/96,13 D 024,CLINDAMYCINE,LISACLIN,SOL.INJ.,600MG,B/1,LISTE I,HOP,,,LISA PHARMA,ITALIE,1996-10-13 00:00:00,1996-10-13 00:00:00,GE,I
1059,174/13 D 025/98,13 D 025,CLINDAMYCINE,CLINDACIN,GLES.,150MG,B/16,LISTE I,HOP,OFF,,UNITED PHARMACEUTICAL MANUFACTURING (UPM),JORDANIE,1998-10-07 00:00:00,1998-10-07 00:00:00,GE,I
1060,118/13 D 025/98,13 D 025,CLINDAMYCINE,CLINDAMYL,GLES.,150MG,B/16,LISTE I,HOP,OFF,,ARAB PHARMACEUTICAL MANUFACTURING,JORDANIE,1998-12-01 00:00:00,1998-12-01 00:00:00,GE,I
1061,098/13 D 025/98,13 D 025,CLINDAMYCINE,CLINIMYCIN,GLES.,150MG,B/16,LISTE I,HOP,OFF,,HAYAT PHARMACEUTICAL INDUSTRIES Co LTD,JORDANIE,1998-04-29 00:00:00,1998-04-29 00:00:00,GE,I
1062,076/13 D 026/98,13 D 026,LINCOMYCINE,LINCOCINE,SOL.INJ.,600MG/2ML,B/1AMP. DE 2ML,LISTE I,HOP,,,PHARMACIA SAS,FRANCE,1998-12-30 00:00:00,1998-12-30 00:00:00,RE,I
1063,161/13 D 026/98,13 D 026,LINCOMYCINE,LINCOHEM,SOL.INJ.,600MG/2ML,B/1,LISTE I,HOP,,,HEMOFARM,YOUGOSLAVIE,1998-12-01 00:00:00,1998-12-01 00:00:00,GE,I
1064,178/13 D 026/99,13 D 026,LINCOMYCINE,MEDOGLYCIN,SOL. INJ.,600MG/2ML,B/1,LISTE I,HOP,,,MEDOCHEMIE LTD,CHYPRE,1999-05-24 00:00:00,1999-05-24 00:00:00,GE,I
1065,118/13 D 026/98,13 D 026,LINCOMYCINE,ULTRALINC,SOL.INJ.,600MG,B/1 AMP,LISTE I,HOP,,,ARAB PHARMACEUTICAL MANUFACTURING,JORDANIE,1998-11-29 00:00:00,1998-11-29 00:00:00,GE,I
1066,304/13 D 026/09,13 D 026,LINCOMYCINE** (SOUS FORME DE CHLORHYDRATE MONOHYDRATE),LINCOSIDE,SOL. INJ.,300MG/ML (600MG/2ML),B/1FL. DE 2ML,LISTE I,HOP,,,GEOPHARM,ALGERIE,2009-07-01 00:00:00,2009-07-01 00:00:00,GE,F
1067,118/13 E 028/98,13 E 028,ERYTHROMYCINE,ERYTHROMIL,SUSP.BUV.,200MG/5ML,FL/100ML,LISTE I,HOP,OFF,,ARAB PHARMACEUTICAL MANUFACTURING,JORDANIE,1998-11-22 00:00:00,1998-11-22 00:00:00,GE,I
1068,010/13 E 028/99,13 E 028,ERYTHROMYCINE,MACROLID,PDRE SUSP. BUV,200MG/5ML,FL/60ML,LISTE I,HOP,OFF,,LIFEPHARMA,ITALIE,1999-11-16 00:00:00,1999-11-16 00:00:00,GE,I
1069,166/13 E 028/98,13 E 028,ERYTHROMYCINE,RYTHROMAC,SUSP.BUV.,200MG/5ML,FL/125 ML,LISTE I,HOP,OFF,,RAM PHARMACEUTICAL INDUSTRIES,JORDANIE,1998-08-18 00:00:00,1998-08-18 00:00:00,GE,I
1070,003/13 E 028/11,13 E 028,ERYTHROMYCINE ETHYLSUCCINATE EXPRIME EN ERYTHROMYCINE,ERODAL,PDRE. P. SUSP. BUV.,200MG/5ML,B/1FL. DE 60ML DE SUSP. BUV. APRES RECONST. +GOBELET DOSEUR GRADUE,LISTE I,HOP,OFF,,SAIDAL GROUPE SPA,ALGERIE,2011-04-20 00:00:00,2011-04-20 00:00:00,GE,F
1071,269/13 E 029/98,13 E 029,ERYTHROMYCINE,ERY 500,COMPRIME,500MG,B/20,LISTE I,HOP,OFF,,BOUCHARA-RECORDATI,FRANCE,1998-08-18 00:00:00,1998-08-18 00:00:00,GE,I
1072,118/13 E 029/99,13 E 029,ERYTHROMYCINE,ERYTHROMIL,COMPRIME,500MG,B/15,LISTE I,HOP,OFF,,ARAB PHARMACEUTICAL MANUFACTURING,JORDANIE,1999-02-14 00:00:00,1999-02-14 00:00:00,GE,I
1073,010/13 E 029/98,13 E 029,ERYTHROMYCINE,MAROCID,COMPRIME,500MG,B/16,LISTE I,HOP,OFF,,LIFEPHARMA,ITALIE,1998-08-18 00:00:00,1998-08-18 00:00:00,GE,I
1074,050/13 E 029/98/10,13 E 029,ERYTHROMYCINE STEARATE EXPRIME EN ERYTHROMYCINE,ERYBESAN,COMPRIME PELLICULE,500MG,B/12,LISTE I,HOP,OFF,,SANDOZ SPA,ALGERIE,1998-01-26 00:00:00,2010-12-19 00:00:00,GE,F
1075,003/13 E 031/09,13 E 031,SPIRAMYCINE,ROVADAL,COMPRIME,1 500 000UI,B/16,LISTE I,HOP,OFF,,SAIDAL GROUPE,ALGERIE,2009-03-07 00:00:00,2009-03-07 00:00:00,GE,F
1076,263/13 E 031/08,13 E 031,SPIRAMYCINE,SPIRA,COMPRIME PELLICULE,1 500 000UI,B/16,LISTE I,HOP,OFF,,BIOPHARM ALGERIE,ALGERIE,2008-05-17 00:00:00,2008-05-17 00:00:00,GE,F
1077,263/13 E 032/08,13 E 032,SPIRAMYCINE,SPIRA,COMPRIME PELLICULE,3 000 000UI,B/10,LISTE I,HOP,OFF,,BIOPHARM ALGERIE,ALGERIE,2008-05-17 00:00:00,2008-05-17 00:00:00,GE,F
1078,003/13 E 177/07,13 E 177,AZITHROMYCINE DIHYDRATEE EXPRIMEE EN AZITHROMYCINE,AZIMYCINE,PDRE. SUSP. BUV.,40MG/ML (200MG/5ML),FL./15ML,LISTE I,HOP,OFF,,SAIDAL GROUPE,ALGERIE,2007-03-18 00:00:00,2007-03-18 00:00:00,GE,F
1079,035/13 E 185/98/10,13 E 185,ROXITHROMYCINE,ROXID,COMPRIME,150MG,B/10,LISTE I,HOP,OFF,,PHARMALLIANCE,ALGERIE,1998-12-15 00:00:00,2010-10-21 00:00:00,GE,F
1080,016/13 E 191/99,13 E 191,JOSAMYCINE,JOSACINE,PDRE ORALE SACHET,250MG,B/12,LISTE I,HOP,OFF,,RHONE POULENC RORER,FRANCE,1999-10-19 00:00:00,1999-10-19 00:00:00,RE,I
1081,016/13 E 192/99,13 E 192,JOSAMYCINE,JOSACINE,PDRE ORALE SACHET,500MG,B/12,LISTE I,HOP,OFF,,RHONE POULENC RORER,FRANCE,1999-10-19 00:00:00,1999-10-19 00:00:00,RE,I
1082,003/13 E 215/08,13 E 215,CLARITHROMYCINE,RITHRODAL,COMPRIME PELLICULE,500MG,B/14,LISTE I,HOP,OFF,,SAIDAL GROUPE,ALGERIE,2008-12-23 00:00:00,2008-12-23 00:00:00,GE,F
1083,304/13 E 215/08,13 E 215,CLARITHROMYCINE,CLARITHROMYCINE GEO,COMPRIME PELLICULE,500MG,B/14,LISTE I,HOP,OFF,,GEOPHARM,ALGERIE,2008-08-06 00:00:00,2008-08-06 00:00:00,GE,F
1084,043/13 E 215/07,13 E 215,CLARITHROMYCINE,ERACID 500,COMPRIME PELLICULE,500MG,B/14,LISTE I,HOP,OFF,,JORDANIAN PHARMACEUTICAL MANIFACTURING (JPM),JORDANIE,2007-12-31 00:00:00,2007-12-31 00:00:00,GE,I
1085,043/13 E 244/03,13 E 244,CLARITHROMYCINE,ERACID,COMPRIME,250MG,B/14,LISTE I,HOP,OFF,,JORDANIAN PHARMACEUTICAL MANIFACTURING,JORDANIE,2003-10-06 00:00:00,2003-10-06 00:00:00,GE,I
1086,001/13 E 244/07,13 E 244,CLARITHROMYCINE,KLAXIN,COMPRIME PELLICULE,250MG,B/10,LISTE I,HOP,OFF,,HIKMA PHARMACEUTICALS,JORDANIE,2007-07-22 00:00:00,2007-07-22 00:00:00,GE,F
1087,003/13 E 244/08,13 E 244,CLARITHROMYCINE,RITHRODAL,COMPRIME PELLICULE,250MG,B/14,LISTE I,HOP,OFF,,SAIDAL GROUPE,ALGERIE,2008-12-23 00:00:00,2008-12-23 00:00:00,GE,F
1088,230/13 E 263/03,13 E 263,TELITHROMYCINE,KETEK,COMPRIME PELLICULE,400MG,B/10 ET B/14,LISTE I,HOP,OFF,,AVENTIS PHARMA,FRANCE,2003-10-07 00:00:00,2003-10-07 00:00:00,RE,I
1089,352/13 E 297/06,13 E 297,CLARITHROMYCINE,CLARITT,SUSP. ORALE,250MG/5ML,FL./70ML,LISTE I,HOP,OFF,,EL KENDI INDUSTRIE DU MEDICAMENT SARL,ALGERIE,2006-07-27 00:00:00,2006-07-27 00:00:00,GE,I
1090,003/13 E 297/10,13 E 297,CLARITHROMYCINE,RITHRODAL,PDRE. P. SUSP. BUV.,250MG/5ML,FL./70ML + GOBLET DOSEUR GRADUE,LISTE I,HOP,OFF,,SAIDAL GROUPE,ALGERIE,2010-06-30 00:00:00,2010-06-30 00:00:00,GE,F
1091,147/13 E 297/08,13 E 297,CLARITHROMYCINE,ZECLAR 50,GRLES. SUSP. BUV.,250MG/5ML,FL./60ML,LISTE I,HOP,OFF,,ABBOTT,FRANCE,2008-03-23 00:00:00,2008-03-23 00:00:00,RE,I
1092,001/13 E 299/07,13 E 299,AZITHROMYCINE DIHYDRATEE EXPRIMEE EN AZITHROMYCINE,ZOMAX,COMPRIME,500MG,B/03,LISTE I,HOP,OFF,,HIKMA PHARMACEUTICALS,JORDANIE,2007-02-04 00:00:00,2007-02-04 00:00:00,GE,F
1093,392/13 E 307/09,13 E 307,SPIRAMYCINE/METRONIDAZOLE,BIRODOGYL,COMPRIME PELLICULE,"1,5MUI/250MG",B/10,LISTE I,HOP,OFF,,SANOFI AVENTIS ALGERIE SPA,ALGERIE,2009-02-28 00:00:00,2009-02-28 00:00:00,RE,F
1094,457/13 E 307/11,13 E 307,SPIRAMYCINE/METRONIDAZOLE,METROMYCINE,COMPRIME PELLICULE,"1,5MUI/250MG",B/10,LISTE I,HOP,OFF,,SOMEDIAL SPA,ALGERIE,2011-10-04 00:00:00,2011-10-04 00:00:00,GE,F
1095,289/13 E 328/08,13 E 328,AZITHROMYCINE** (SOUS FORME MONOHYDRATE HEMIETHANOLATE),ZITHRON,COMPRIME PELLICULE,600MG**,B/08,LISTE I,HOP,OFF,,FRATER,ALGERIE,2008-05-17 00:00:00,2008-05-17 00:00:00,GE,F
1096,003/13 E 331/08,13 E 331,SPIRAMYCINE/METRONIDAZOLE,ROVAGYL,COMP. DISPERS.,"1,5MUI/250MG",B/10,LISTE I,HOP,OFF,,SAIDAL GROUPE,ALGERIE,2008-05-17 00:00:00,2008-05-17 00:00:00,GE,F
1097,352/13 F 038/06,13 F 038,METRONIDAZOLE,METRIS,SOL. INJ.,500MG,B/1FL. DE 100ML,LISTE I,HOP,,,EL KENDI INDUSTRIE DU MEDICAMENT,ALGERIE,2006-04-29 00:00:00,2006-04-29 00:00:00,GE,I
1098,080/13 F 038/98,13 F 038,METRONIDAZOLE,SUPPLIN,SOL.INJ.IV.,500MG,FL/100ML,LISTE I,HOP,,,BIOCHEMIE GmbH,AUTRICHE,1998-01-06 00:00:00,1998-01-06 00:00:00,GE,I
1099,332/13 F 038/08,13 F 038,METRONIDAZOLE,METRONIDAZOLE BIOSEDRA,SOL. INJ. PERF.IV,"500MG/100ML ( OU 0,5%)",FL./100ML,LISTE I,HOP,,,FRESENIUS KABI FRANCE,FRANCE,2008-09-10 00:00:00,2008-09-10 00:00:00,GE,I
1100,035/13 F 039/09,13 F 039,METRONIDAZOLE,IMUZOLE,COMPRIME PELLICULE,250MG,B/20,LISTE I,HOP,OFF,,PHARMALLIANCE,ALGERIE,2009-07-19 00:00:00,2009-07-19 00:00:00,GE,F
1101,001/13 F 039/97/06,13 F 039,METRONIDAZOLE,NIDAZOLE,COMPRIME PELLICULE,250MG,B/30,LISTE I,HOP,OFF,,HIKMA PHARMACEUTICALS,JORDANIE,1997-12-24 00:00:00,2006-04-12 00:00:00,GE,F
1102,050/13 F 039/02/10,13 F 039,METRONIDAZOLE,SUPPLIN,COMPRIME PELLICULE,250MG,B/20,LISTE I,HOP,OFF,,SANDOZ SPA,ALGERIE,1998-01-26 00:00:00,2010-11-24 00:00:00,GE,F
1103,001/13 F 040/97,13 F 040,METRONIDAZOLE,NIDAZOLE,SUSP.BUV.,125MG/5ML,FL/100ML,LISTE I,HOP,OFF,,HIKMA PHARMACEUTICALS,JORDANIE,1997-12-21 00:00:00,2004-01-12 00:00:00,GE,F
1104,263/13 F 040/96/09,13 F 040,METRONIDAZOLE BENZOATE EXPRIME EN METRONIDAZOLE,FLAGYL,SUSP.BUV.,125MG/5ML,FL/120 ML + CUILLERE MESURE DE 5ML,LISTE I,HOP,OFF,,BIOPHARM ALGERIE,ALGERIE,1996-11-05 00:00:00,2009-12-06 00:00:00,RE,F
1105,003/13 F 040/09,13 F 040,METRONIDAZOLE BENZOATE EXPRIME EN METRONIDAZOLE,METROGYL,SUSP. BUV.,125MG/5ML,FL./120ML,LISTE I,HOP,OFF,,SAIDAL GROUPE,ALGERIE,2009-04-06 00:00:00,2009-04-06 00:00:00,GE,F
1106,242/13 F 040/04,13 F 040,METRONIDAZOLE BENZOATE EXPRIME EN METRONIDAZOLE,METZOL,SIROP,125MG/5ML,FL/100ML,LISTE I,HOP,OFF,,GROUPE SANTE,ALGERIE,2004-11-22 00:00:00,2004-11-22 00:00:00,GE,F
1107,035/13 F 199/11,13 F 199,METRONIDAZOLE,IMUZOLE,COMPRIME PELLICULE,500MG,B/20,LISTE I,HOP,OFF,,PHARMALLIANCE,ALGERIE,2011-05-04 00:00:00,2011-05-04 00:00:00,GE,F
1108,001/13 F 225/06/12,13 F 225,METRONIDAZOLE BENZOATE EXPRIME EN METRONIDAZOLE,NIDAZOLE,SUSP. BUV.,200MG/5ML,B/1FL DE 100ML+ BOUCHON DOSEUR,LISTE I,HOP,OFF,,HIKMA PHARMA ALGERIA SARL,ALGERIE,2006-07-01 00:00:00,2012-10-15 00:00:00,GE,F
1109,240/13 F 330/08,13 F 330,SECNIDAZOLE ANHYDRE,SECNOL,MICROGRANULES EN SACHET- DOSE,2G/SACHET- DOSE,B/01,LISTE I,HOP,OFF,,IPRAD,FRANCE,2008-09-10 00:00:00,2008-09-10 00:00:00,RE,I
1110,323/13 G 045/04,13 G 045,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE,AMODEX-Gé,GLES,500MG,B/12,LISTE I,HOP,OFF,,CONTINENTAL PHARM,ALGERIE,2004-05-15 00:00:00,2004-05-15 00:00:00,GE,F
1111,326/13 G 045/05,13 G 045,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE,FAMOXYL,GLES,500MG,B/12,LISTE I,HOP,OFF,,THERACIA PRODUCTION,ALGERIE,2005-07-03 00:00:00,2005-07-03 00:00:00,GE,F
1112,079/13 G 045/97,13 G 045,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE,GRAMOX,GLES.,500MG,B/12,LISTE I,HOP,OFF,,LABORATOIRE ALGERIEN DE DEVELOPPEMENT PHARMACEUTIQUE (LAD),ALGERIE,1997-12-09 00:00:00,1997-12-09 00:00:00,GE,F
1113,319/13 G 045/07,13 G 045,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE,LAMOXYL,GLES.,500MG,B/12,LISTE I,HOP,OFF,,ARAB PHARM,ALGERIE,2007-12-22 00:00:00,2007-12-22 00:00:00,GE,F
1114,400/13 G 045/09,13 G 045,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,AMOXIMEX,GLES.,500MG,B/12,LISTE I,HOP,OFF,,KHROUB PHARMACEUTICAL MANUFACTURING ALGERIA (KPMA),ALGERIE,2009-12-08 00:00:00,2009-12-08 00:00:00,GE,F
1115,001/13 G 045/97/10,13 G 045,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,PENAMOX 500,GLES.,500MG,B/12,LISTE I,HOP,OFF,,HIKMA PHARMA ALGERIA SARL,ALGERIE,1997-12-21 00:00:00,2010-09-22 00:00:00,GE,F
1116,400/13 G 046/11,13 G 046,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE,AMOXIMEX,PDRE. P. SUSP. BUV.,125MG/5ML,B/1FL. DE 60ML DE SUSP. BUV. APRES RECONST.+UNE CUILLERE MESURE DE 5ML,LISTE I,HOP,OFF,,KHROUB PHARMACEUTICAL MANUFACTURING ALGERIA (KPMA),ALGERIE,2011-07-06 00:00:00,2011-07-06 00:00:00,GE,F
1117,326/13 G 046/05,13 G 046,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE,FAMOXYL,PDRE. P. SUSP. BUV.,125MG/5ML,FL/60ML,LISTE I,HOP,OFF,,THERACIA PRODUCTION,ALGERIE,2005-06-15 00:00:00,2005-06-15 00:00:00,GE,F
1118,001/13 G 046/97/08,13 G 046,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE,PENAMOX,PDRE. P. SUSP. BUV.,125MG/5ML,B/1FL/60ML DE SUSP. BUV. APRES RECONST.,LISTE I,HOP,OFF,,HIKMA PHARMA ALGERIA SARL,ALGERIE,1997-09-14 00:00:00,2008-05-17 00:00:00,GE,F
1119,003/13 G 046/08,13 G 046,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE,AMOXYPEN,PDRE. SUSP. BUV.,125MG/5ML,FL./60ML,LISTE I,HOP,OFF,,SAIDAL GROUPE,ALGERIE,2008-05-17 00:00:00,2008-05-17 00:00:00,GE,F
1120,323/13 G 047/04,13 G 047,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE,AMODEX-Gé,PDRE. P. SUSP. BUV.,250MG/5ML,FL/60ML,LISTE I,HOP,OFF,,CONTINENTAL PHARM,ALGERIE,2004-05-15 00:00:00,2004-05-15 00:00:00,GE,F
1121,326/13 G 047/05,13 G 047,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE,FAMOXYL,PDRE. P. SUSP. BUV.,250MG/5ML,FL/60ML,LISTE I,HOP,OFF,,THERACIA PRODUCTION,ALGERIE,2005-07-03 00:00:00,2005-07-03 00:00:00,GE,F
1122,079/13 G 047/04,13 G 047,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE,GRAMOX,PDRE. P. SUSP. BUV.,250MG/5ML,FL/60ML,LISTE I,HOP,OFF,,LABORATOIRE ALGERIEN DE DEVELOPPEMENT PHARMACEUTIQUE (LAD),ALGERIE,2004-04-06 00:00:00,2004-04-06 00:00:00,GE,F
1123,001/13 G 047/97/10,13 G 047,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE,PENAMOX,PDRE. P. SUSP. BUV.,250MG/5ML,B/1FL. DE 60ML DE SUSP. BUV. APRES RECONSTIT. + 01 CUILLERE MESURE,LISTE I,HOP,OFF,,HIKMA PHARMA ALGERIA SARL,ALGERIE,1997-09-14 00:00:00,2010-03-16 00:00:00,GE,F
1124,319/13 G 047/07,13 G 047,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE,LAMOXYL,PDRE. SUSP. BUV.,250MG/5ML,FL./60ML,LISTE I,HOP,OFF,,ARAB PHARM,ALGERIE,2007-06-13 00:00:00,2007-06-13 00:00:00,GE,F
1125,262/13 G 049/98,13 G 049,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE/ACIDE CLAVULANIQUE SEL DE POTASSIUM EXPRIME EN ACIDE CLAVULANIQUE,AUGMENTIN,PDRE. P. SOL.INJ.,500MG/50MG,B/1,LISTE I,HOP,OFF,,GLAXOSMITHKLINE,FRANCE,1998-02-28 00:00:00,1998-02-28 00:00:00,RE,I
1126,023/13 G 049/08,13 G 049,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE/ACIDE CLAVULANIQUE SEL DE POTASSIUM EXPRIME EN ACIDE CLAVULANIQUE,VAAMOX ENFANT ET NOURRISSON,PDRE. SOL. INJ. I.V. OU PERF.,500MG/50MG,B/1FL. DE PDRE.,LISTE I,HOP,OFF,,UNIMED,TUNISIE,2008-07-27 00:00:00,2008-07-27 00:00:00,GE,I
1127,321/13 G 050/06,13 G 050,AMOXICILLINE (TRIHYDRATE)/ACIDE CLAVULANIQUE (SEL DE POTASSIUM),ULTIMOX,COMP. PELLI. SEC.,500MG/125MG,B/12,LISTE I,HOP,OFF,,BIOVITAL Sarl,ALGERIE,2006-07-26 00:00:00,2006-07-26 00:00:00,GE,F
1128,001/13 G 050/98/09,13 G 050,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE/ACIDE CLAVULANIQUE SEL DE POTASSIUM EXPRIME EN ACIDE CLAVULANIQUE,AMOCLAN FORTE,COMPRIME,500MG/125MG,B/12,LISTE I,HOP,OFF,,HIKMA PHARMACEUTICALS,JORDANIE,1998-08-16 00:00:00,2009-09-17 00:00:00,GE,I
1129,042/13 G 050/98,13 G 050,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE/ACIDE CLAVULANIQUE SEL DE POTASSIUM EXPRIME EN ACIDE CLAVULANIQUE,AUGMENTIN,COMPRIME,500MG/125MG,B/12,LISTE I,HOP,OFF,,SMITHKLINE BEECHAM,ROYAUME UNI,1998-12-13 00:00:00,1998-12-13 00:00:00,RE,I
