N,N°ENREGISTREMENT,CODE,DENOMINATION COMMUNE INTERNATIONALE,NOM DE MARQUE,FORME,DOSAGE,CONDITIONNEMENT,LISTE,P1,P2,OBS,LABORATOIRES DETENTEUR DE LA DECISION D'ENREGISTREMENT,PAYS DU LABORATOIRE DETENTEUR DE LA DECISION D'ENREGISTREMENT,DATE D'ENREGISTREMENT INITIAL,DATE D'ENREGISTREMENT FINAL,TYPE,STATUT,DUREE DE STABILITE
2771,003/13 G 060/05/16,13 G 060,BENZATHINE BENZYLPENICILLINE,RETARCILINE,POUDRE EN SOLUTION INJECTABLE,600 000UI/FL. DE PDRE.,B/01+01 ET B/50FL.,LISTE I,HOP,OFF,,GROUPE SAIDAL,ALGERIE,2005-10-23 00:00:00,2021-09-20 00:00:00,GE,F,36 MOIS
2772,293/13 G 060/11/19,13 G 060,BENZATHINE BENZYLPENICILLINE,EXTENCINE,PDRE. P. SUSP. INJ. IM,600 000UI/FL. DE PDRE.,B/01 FL. DE PDRE. + 01 AMP. DE 5ML DE SOLV.(EPPI) ET B/50FL. DE PDRE.,LISTE I,HOP,OFF,B/50FL. DE PDRE. RESERVEE AUX HOPITAUX,BIOCARE,ALGERIE,2011-04-13 00:00:00,2019-03-14 00:00:00,GE,F,36 MOIS
2773,003/13 G 061/05/16,13 G 061,BENZATHINE BENZYLPENICILLINE,RETARCILINE,POUDRE EN SOLUTION INJECTABLE,1 200 000UI/FL. DE PDRE.,B/01+01 ET B/50FL.,LISTE I,HOP,OFF,,GROUPE SAIDAL,ALGERIE,2005-10-23 00:00:00,2021-09-20 00:00:00,GE,F,36 MOIS
2774,293/13 G 061/11/19,13 G 061,BENZATHINE BENZYLPENICILLINE,MMF,PDRE. P. SUSP. INJ. IM,1 200 000UI/FL. DE PDRE.,B/01FL. DE PDRE. + 01AMP. DE 5ML DE SOLV.(EPPI) ET B/50FL. DE PDRE.,LISTE I,HOP,OFF,B/50FL. DE PDRE. RESERVEE AUX HOPITAUX,BIOCARE,ALGERIE,2011-04-13 00:00:00,2019-03-25 00:00:00,GE,F,36 MOIS
2775,003/13 G 063/98/21,13 G 063,BENZYLPENICILLINE SODIQUE SOUS FORME SODIQUE,GECTAPEN,POUDRE EN SOLUTION INJECTABLE,1MUI/FLC,B/FLC DE PDRE ET 1AMP 5ML,LISTE I,HOP,,,GROUPE SAIDAL,ALGERIE,,2021-09-19 00:00:00,GE,F,36 MOIS
2776,293/13 G 063/11,13 G 063,BENZYLPENICILLINE SODIQUE,PENI G BIOCARE,PDRE. P. SUSP. INJ. IM,1 M.UI/FL. DE PDRE.,B/01 FL. DE PDRE. + 01 AMP. DE 5ML DE SOLV.(EPPI) ET B/50FL. DE PDRE.,LISTE I,HOP,OFF,B/50FL. DE PDRE. RESERVEE AUX HOPITAUX,BIOCARE,ALGERIE,2011-04-13 00:00:00,2011-04-13 00:00:00,GE,F,36 MOIS
2777,293/13 G 069/10/16,13 G 069,OXACILLINE SODIQUE EXPRIME EN OXACILLINE,OXACARE,PDRE. ET SOLV. P. SOL. INJ/IV,1G/FL. DE PDRE.,B/01FL. DE PDRE. + 01AMP. DE 5ML DE SOLV. (EPPI) ET B/50FL. DE PDRE.,LISTE I,HOP,OFF,B/50FL. DE PDRE. RESERVEE AUX HOPITAUX,BIOCARE,ALGERIE,2010-10-21 00:00:00,2016-04-12 00:00:00,GE,F,36 MOIS
2778,003/13 G 071/99/16,13 G 071,PHENOXYMETHYLPENICILLINE POTASSIQUE EXPRIME EN PHENOXYMETHYLPENICILLINE,ORAPEN,PDRE.SUSP.OR.,250 000UI/5ML,FL/60 ML,LISTE I,HOP,OFF,,GROUPE SAIDAL,ALGERIE,1999-02-06 00:00:00,2016-05-08 00:00:00,GE,F,36 MOIS
2779,003/13 G 072/96/16,13 G 072,PHENOXYMETHYLPENICILLINE POTASSIQUE EXPRIME EN PHENOXYMETHYLPENICILLINE,ORAPEN,COMPRIME,1000 000UI,B/12,LISTE I,HOP,OFF,,GROUPE SAIDAL,ALGERIE,1996-12-31 00:00:00,2016-05-08 00:00:00,GE,F,36 MOIS
2780,039/13 G 072/98/18,13 G 072,PHENOXYMETHYLPENICILLINE POTASSIQUE EXPRIME EN PHENOXYMETHYLPENICILLINE,PENIVAL,COMPRIME SECABLE,1 000 000UI,B/12,LISTE I,HOP,OFF,,SOCIETE PHARMACEUTIQUE ALGERIENNE SOPHAL SPA,ALGERIE,1998-02-02 00:00:00,2018-05-17 00:00:00,GE,F,24 MOIS
2781,323/13 G 160/12,13 G 160,OXACILLINE SODIQUE EXPRIME EN OXACILLINE,OXADEX,GELULE,500MG,B/12,LISTE I,HOP,OFF,,CONTINENTAL PHARM,ALGERIE,2012-04-08 00:00:00,2012-04-08 00:00:00,GE,F,
2782,001/13 G 181/13,13 G 181,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE/ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE,AMOCLAN 8:1,POUDRE POUR SUSPENSSION BUVABLE ENFANT ET NOURRISSON,"100MG/12,5MG/ML",B/1FL.DE 30ML (NOURRISSON) - B/1FL.DE 60ML (ENFANT) DE SUSP. BUV. APRES RECONST. + PIPETTE GRADUEE,LISTE I,HOP,OFF,,HIKMA PHARMA ALGERIE,ALGERIE,2013-07-07 00:00:00,2013-07-07 00:00:00,GE,F,
2783,003/13 G 181/13/24,13 G 181,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE/ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE,CLAMOXYPEN ENFANTS,POUDRE POUR SUSPENSSION BUVABLE,"100MG/12,5MG/ML",B/1 FLACON DE 60 ML DE SUSPENSION BUVABLE APRES RECONSTITUTION +SERINGUE DOSEUSE POUR ADMINISTRATION ORALE GRADUEE EN KG FLACON EN VERRE TRANSPARENT DE TYPE III,LISTE I,HOP,OFF,,GROUPE SAIDAL,ALGERIE,2013-04-02 00:00:00,2024-04-29 00:00:00,GE,F,24 MOIS
2784,293/13 G 181/13/21,13 G 181,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE/ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE,BIOCLAV,POUDRE POUR SUSPENSSION BUVABLE ENFANT,"100MG/12,5MG/ML",B/1FL. DE 60ML DE SUSP. BUV. APRES RECONST. + 1SERING. GRADUEE EN KG,LISTE I,HOP,OFF,,BIOCARE,ALGERIE,2013-08-12 00:00:00,2021-03-30 00:00:00,GE,F,24 MOIS
2785,305/13 G 181/99/22,13 G 181,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE/ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE,AUGMENTIN ENFANT ET AUGMENTIN NOURRISSON,POUDRE POUR SOLUTION BUVABLE,"100MG/12,5MG/ML",1 FLACON DE POUDRE/30ML+ 1 FLACON DE POUDRE/60ML (APRES RECONSTITUTION),LISTE I,HOP,OFF,,GLAXOSMITHKLINE ALGERIE SPA,ALGERIE,1999-02-14 00:00:00,2022-02-16 00:00:00,RE,F,36 MOIS
2786,323/13 G 181/17,13 G 181,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE/ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE,CLAVODEX,POUDRE POUR SOLUTION BUVABLE,"100MG/12,5MG/ML",FL/60 ML ET FL/30 ML,LISTE I,HOP,OFF,,CONTINENTAL PHARM,ALGERIE,2017-03-23 00:00:00,2017-03-23 00:00:00,GE,F,24 MOIS
2787,480/13 G 181/16,13 G 181,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE/ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE,CLAMOCLAV ENFANT ET NOURRISSON,POUDRE POUR SUSPENSSION BUVABLE,"100MG/12,5MG/ML",/1FLACON DE 30ML DE SUSP. BUV. APRES RECONST. +SERING. P. ADMINIST. ORALE GRADUEE EN KG (NOURRISSON) ET B/1FLACON DE 60ML DE SUSP. BUV. APRES RECONST. +SERING. P. ADMINIST. ORALE GRADUEE EN KG (ENFANT),LISTE I,HOP,OFF,,EURL GENIS PHARMACEUTIQUE ET PARAPHARMACEUTIQUE,ALGERIE,2016-10-06 00:00:00,2016-10-06 00:00:00,GE,F,24 MOIS
2788,003/13 G 181/13/24,13 G 181,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE/ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE,CLAMOXYPEN NOURISSONS,POUDRE POUR SUSPENSSION BUVABLE,"100MG/12,5MG/ML",B/1 FLACON DE 30 ML DE SUSPENSION BUVABLE APRES RECONSTITUTION +SERINGUE DOSEUSE POUR ADMINISTRATION ORALE GRADUEE EN KG FLACON EN VERRE TRANSPARENT DE TYPE III,LISTE I,HOP,OFF,,GROUPE SAIDAL,ALGERIE,2013-04-02 00:00:00,2024-04-29 00:00:00,GE,F,24 MOIS
2789,001/13 G 182/05/13,13 G 182,AMOXICILLINE SODIQUE EXPRIME EN AMOXICILLINE/ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE,AMOCLAN,POUDRE POUR SOLUTION INJECTABLE IV,1G/200MG,B/1FL. DE PDRE.,LISTE I,HOP,OFF,,HIKMA PHARMA ALGERIE,JORDANIE,2005-09-28 00:00:00,2013-04-07 00:00:00,GE,I,
2790,003/13 G 182/06/21,13 G 182,AMOXICILLINE SODIQUE EXPRIME EN AMOXICILLINE/ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE,CLAMOXYPEN,POUDRE POUR SOLUTION INJECTABLE IV,1G/200MG,B/20FL.,LISTE I,HOP,OFF,,GROUPE SAIDAL,ALGERIE,2006-07-31 00:00:00,2021-09-20 00:00:00,GE,F,36 MOIS
2791,001/13 G 204/13/19,13 G 204,AMOXICILLINE TRIHYDRATEE EXPRIMEE EN AMOXICILLINE/ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE,AMOCLAN 8:1,POUDRE POUR SUSPENSSION BUVABLE EN SACHET DOSE,"500MG/62,5MG",B/12 ET B/14,LISTE I,HOP,OFF,,HIKMA PHARMA ALGERIE,ALGERIE,2013-06-25 00:00:00,,GE,F,
2792,293/13 G 204/13,13 G 204,AMOXICILLINE TRIHYDRATEE EXPRIMEE EN AMOXICILLINE/ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE,BIOCLAV 8:1,POUDRE POUR SUSPENSSION BUVABLE EN SACHET DOSE,"500MG/62,5MG",B/12 ET B/14,LISTE I,HOP,OFF,,BIOCARE,ALGERIE,2013-11-27 00:00:00,2013-11-27 00:00:00,GE,F,
2793,305/13 G 204/04/20,13 G 204,AMOXICILLINE TRIHYDRATEE EXPRIMEE EN AMOXICILLINE/ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE,AUGMENTIN ENFANT,POUDRE POUR SUSPENSSION BUVABLE EN SACHET DOSE,500MG/62.5MG,B/12,LISTE I,HOP,OFF,,GLAXOSMITHKLINE ALGERIE SPA,ALGERIE,2004-03-29 00:00:00,2020-11-08 00:00:00,RE,F,24 MOIS
2794,323/13 G 204/17,13 G 204,AMOXICILLINE TRIHYDRATEE EXPRIMEE EN AMOXICILLINE/ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE,CLAVODEX,POUDRE POUR SUSPENSSION BUVABLE EN SACHET DOSE,"500MG/62,5MG",B/12 ET B/14,LISTE I,HOP,OFF,,CONTINENTAL PHARM,ALGERIE,2017-08-30 00:00:00,2017-08-30 00:00:00,GE,F,24 MOIS
2795,586/13 G 204/21,13 G 204,AMOXICILLINE TRIHYDRATEE (AMOXICILLINE)/ACIDE CLAVULANIQUE POTASSIQUE (ACIDE CLAVULANIQUE),ECOCLAV,POUDRE POUR SOLUTION BUVABLE,"500MG/62,5MG",B/12 ET B/14,LISTE I,HOP,OFF,,AL DAR AL ARABIA SPA,ALGERIE,2021-08-15 00:00:00,2021-08-15 00:00:00,GE,F,24 MOIS
2796,001/13 G 220/14,13 G 220,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,PENAMOX,POUDRE POUR SUSPENSSION BUVABLE,500MG/5ML,B/01 FL 60ML APRES RECONSTITUTION+CUILLERE MEUSURE 5ML,LISTE I,HOP,OFF,,HIKMA PHARMA ALGERIE,ALGERIE,2014-06-08 00:00:00,2014-06-08 00:00:00,GE,F,24 MOIS
2797,039/13 G 220/13,13 G 220,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,AMOXAL,POUDRE POUR SOLUTION BUVABLE,500MG/5ML,B/1FL. DE 60ML DE SUSP. BUV. APRES RECONST. + GOBELET DOSEUR,LISTE I,HOP,OFF,,SOCIETE PHARMACEUTIQUE ALGERIENNE SOPHAL SPA,ALGERIE,2013-07-02 00:00:00,2013-07-02 00:00:00,GE,F,
2798,293/13 G 220/13,13 G 220,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,BIOPAMOX,POUDRE POUR SOLUTION BUVABLE,500MG/5ML,B/1FL. DE 60ML DE SUSP. BUV. APRES RECONST. + BOUCHON DOSEUR GRADUE,LISTE I,HOP,OFF,,BIOCARE,ALGERIE,2013-07-17 00:00:00,2013-07-17 00:00:00,GE,F,
2799,305/13 G 220/06/24,13 G 220,AMOXICILLINE SOUS FORME TRIHYDRATEE,CLAMOXYL,POUDRE POUR SUSPENSION BUVABLE,500MG/5ML,BOITE DE 01 FLACON DE 60ML,LISTE I,HOP,OFF,,GLAXOSMITHKLINE ALGERIE SPA,ALGERIE,2006-04-26 00:00:00,2024-05-22 00:00:00,RE,F,36 MOIS
2800,319/13 G 220/11/23,13 G 220,AMOXICILLINE,LAMOXYL,POUDRE POUR SUSPENSION BUVABLE,500MG/5ML,BOITE DE 01 FLACON DE 60ML,LISTE I,HOP,OFF,,LABORATOIRE ARAB PHARM,ALGERIE,2011-09-20 00:00:00,2023-12-27 00:00:00,GE,F,36 MOIS
2801,380/13 G 220/07/13,13 G 220,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,AMOXICILLINE EG,POUDRE POUR SOLUTION BUVABLE,500MG/5ML,B/1FL. DE 60ML DE SUSP. BUV. APRES RECONST. + UNE CUILLERE-MESURE,LISTE I,HOP,OFF,,HUPP PHARMA,ALGERIE,2007-07-09 00:00:00,2013-03-05 00:00:00,GE,F,
2802,001/13 G 230/15,13 G 230,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,PENAMOX D,COMPRIME DISPERSIBLE,1G,B/14,LISTE I,HOP,OFF,,HIKMA PHARMA ALGERIE,ALGERIE,2015-02-22 00:00:00,2015-02-22 00:00:00,GE,F,24 MOIS
2803,003/13 G 230/07/24,13 G 230,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,AMOXYPEN,COMPRIME DISPERSIBLE,1G,B/14 ET B/16,LISTE I,HOP,OFF,,GROUPE SAIDAL,ALGERIE,2007-11-04 00:00:00,2024-04-29 00:00:00,GE,F,24 MOIS
2804,039/13 G 230/08/18,13 G 230,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,AMOXAL,COMPRIME DISPERSIBLE,1G,B/12 ET B/14,LISTE I,HOP,OFF,,SOCIETE PHARMACEUTIQUE ALGERIENNE SOPHAL SPA,ALGERIE,2008-04-27 00:00:00,2019-01-28 00:00:00,GE,F,36 MOIS
2805,305/13 G 230/00/23,13 G 230,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,CLAMOXYL,COMPRIME DISPERSIBLE,1G,B/06 ET B/14,Liste I,HOP,OFF,,GLAXOSMITHKLINE ALGERIE SPA,ALGERIE,2000-07-26 00:00:00,2023-03-16 00:00:00,RE,F,36 MOIS
2806,319/13 G 230/07/23,13 G 230,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,LAMOXYL,COMPRIME DISPERSIBLE,1G,B/14,LISTE I,HOP,OFF,,LABORATOIRE ARAB PHARM,ALGERIE,2007-12-22 00:00:00,2023-12-27 00:00:00,GE,F,36 MOIS
2807,380/13 G 230/03/14,13 G 230,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,AMOXICILLINE EG,COMPRIME DISPERSIBLE,1G,B/14,LISTE I,HOP,OFF,,HUPP PHARMA,ALGERIE,2003-07-30 00:00:00,2014-09-23 00:00:00,GE,F,36 MOIS
2808,293/13 G 245/13,13 G 245,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE/ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE,BIOCLAV,COMPRIME PELLICULE,"500MG/62,5MG",B/16 ET B/24,LISTE I,HOP,OFF,,BIOCARE,ALGERIE,2013-10-27 00:00:00,2013-10-27 00:00:00,GE,F,
2809,323/13 G 245/17,13 G 245,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE/ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE,CLAVODEX,COMPRIME PELLICULE,"500MG/62,5MG",B/16 - B/24,LISTE I,HOP,OFF,,CONTINENTAL PHARM,ALGERIE,2017-04-20 00:00:00,2017-04-20 00:00:00,GE,F,24 MOIS
2810,055/13 G 266/12,13 G 266,AMOXICILLINE** (SOUS FORME TRIHYDRATEE)/ACIDE CLAVULANIQUE** (SOUS FORME POTASSIQUE),CLAVODAR FORTE 400/57,POUDRE POUR SOLUTION BUVABLE,400MG**/57MG**,B/1FL. DE 70ML DE SUSP. BUV. APRES RECONST. + UNE CUILLERE MESURE DE 5ML,LISTE I,HOP,OFF,,DAR AL DAWA,JORDANIE,2012-05-03 00:00:00,2012-05-03 00:00:00,GE,I,
2811,088/07 A 006/99/22,13 G 266,AMOXICILLINE TRIHYDRATEE (AMOXICILLINE)/CLAVULANATE DE POTASSIUM (ACIDE CLAVULANIQUE),AMOCLAN BID,POUDRE POUR SOLUTION BUVABLE,400MG/57MG/5ML,B/1FL. DE 35ML ET B/1FL. DE 70ML (DE SUSPENSION BUVABLE APRES RECONSTITUTION) AVEC PIPIETTE GRADUEE EN KG,LISTE I,HOP,OFF,,HIKMA PHARMA ALGERIE,JORDANIE,2004-01-03 00:00:00,2022-01-20 00:00:00,GE,F,36 MOIS
2812,323/13 G 266/16,13 G 266,AMOXICILLINE TRIHYDRATEE EXPRIMEE EN AMOXICILLINE/ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE,CLAVODEX DUO,POUDRE POUR SUSPENSSION BUVABLE,400MG/57MG/5ML,F/70 ML ET F/36 ML+PIPETTE GRADUEE,LISTE I,HOP,OFF,,CONTINENTAL PHARM,ALGERIE,2016-12-04 00:00:00,2016-12-04 00:00:00,GE,F,24 MOIS
2813,001/13 G 267/04/13,13 G 267,AMOXICILLINE TRIHYDRATEE EXPRIMEE EN AMOXICILLINE/ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE,AMOCLAN BID,COMPRIME PELLICULE,875MG/125MG,PILULIER/10,LISTE I,HOP,OFF,,HIKMA PHARMA ALGERIE,JORDANIE,2004-01-03 00:00:00,2013-07-07 00:00:00,GE,F,24 MOIS
2814,055/13 G 267/12,13 G 267,AMOXICILLINE** (SOUS FORME TRIHYDRATEE)/ACIDE CLAVULANIQUE** (SOUS FORME POTASSIQUE),CLAVODAR 1G,COMPRIME PELLICULE,875MG*/125MG*,B/14,LISTE I,HOP,OFF,,DAR AL DAWA,JORDANIE,2012-05-03 00:00:00,2012-05-03 00:00:00,GE,I,
2815,323/13 G 267/17,13 G 267,AMOXICILLINE TRIHYDRAT2E/ACIDE CLAVULANIQUE POTASSIQUE,CLAVODEX DUO,COMPRIME PELLICULE,875MG/125MG,B/10 ET DE 12,LISTE I,HOP,OFF,,CONTINENTAL PHARM,ALGERIE,2017-04-20 00:00:00,2017-04-20 00:00:00,GE,F,24 MOIS
2816,293/13 G 268/16,13 G 268,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,BIOPAMOX,GRANULE POUR SUSPENSION BUVABLE,1G/SACHET,B/08,LISTE I,HOP,OFF,,BIOCARE,ALGERIE,2016-02-02 00:00:00,2016-02-02 00:00:00,GE,F,24 MOIS
2817,480/13 G 268/14,13 G 268,AMOXICILLINE TRIHYDRATE E EXPRIME EN AMOXICILLINE ANHYDRE,HIMOXYL,POUDRE POUR SUSPENSSION BUVABLE EN SACHET DOSE,1G/SACHET,B/14,LISTE I,HOP,OFF,,EURL GENIS PHARMACEUTIQUE ET PARAPHARMACEUTIQUE,ALGERIE,2014-01-21 00:00:00,2014-01-21 00:00:00,GE,F,
2818,001/13 G 269/13/19,13 G 269,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE/ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE,AMOCLAN 8:1,POUDRE POUR SUSPENSSION BUVABLE EN SACHET DOSE,1G/125MG/SACHET,B/14 ET B/12,LISTE I,HOP,OFF,,HIKMA PHARMA ALGERIE,ALGERIE,2013-07-02 00:00:00,2019-04-15 00:00:00,GE,F,24 MOIS
2819,293/13 G 269/13,13 G 269,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE/ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE,BIOCLAV 8:1,POUDRE POUR SUSPENSSION BUVABLE EN SACHET DOSE,1G/125MG/SACHET,B/08 - B/12 - B/14,LISTE I,HOP,OFF,,BIOCARE,ALGERIE,2013-07-21 00:00:00,2013-07-21 00:00:00,GE,F,
2820,305/13 G 269/04/22,13 G 269,AMOXICILLINE SODIQUE EXPRIME EN AMOXICILLINE/ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE,AUGMENTIN,POUDRE POUR SUSPENSSION BUVABLE,1G/125MG/SACHET,B/12,LISTE I,HOP,OFF,,GLAXOSMITHKLINE ALGERIE SPA,ALGERIE,2004-04-25 00:00:00,2022-02-17 00:00:00,RE,F,36 MOIS
2821,323/13 G 269/17,13 G 269,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE/ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE,CLAVODEX,POUDRE POUR SUSPENSSION BUVABLE EN SACHET DOSE,1G/125MG/SACHET,B/12SACH.ET B/14,LISTE I,HOP,OFF,,CONTINENTAL PHARM,ALGERIE,2017-08-30 00:00:00,2017-08-30 00:00:00,GE,F,24 MOIS
2822,480/13 G 269/16,13 G 269,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE/ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE,CLAMOCLAV,POUDRE POUR SUSPENSSION BUVABLE EN SACHET DOSE,1G/125MG/SACHET,B/12,LISTE I,HOP,OFF,,EURL GENIS PHARMACEUTIQUE ET PARAPHARMACEUTIQUE,ALGERIE,2016-10-09 00:00:00,2016-10-09 00:00:00,GE,F,24 MOIS
2823,586/13 G 269/21,13 G 269,AMOXICILLINE TRIHYDRATEE (AMOXICILLINE)/ACIDE CLAVULANIQUE POTASSIQUE (ACIDE CLAVULANIQUE),ECOCLAV,POUDRE POUR SOLUTION BUVABLE,1G/125MG,B/12 ET B/14,LISTE I,HOP,OFF,,AL DAR AL ARABIA SPA,ALGERIE,2021-08-15 00:00:00,2021-08-15 00:00:00,GE,F,24 MOIS
2824,352/13 G 280/08/16,13 G 280,AMOXICILLINE/ACIDE CLAVULANIQUE,TABUKLAV,PDRE. ET SOLV. SOL. INJ.,500MG/100MG,B/1FL. DE PDRE + 1AMP. DE 10 ML DE SOLVANT,LISTE I,HOP,OFF,,EL KENDI,ALGERIE,2008-12-15 00:00:00,2016-02-04 00:00:00,GE,I,24 MOIS
2825,001/13 G 301/15,13 G 301,AMOXICILLINE TRIHYDRATEE EXPRIME EN AMOXICILLINE,PENAMOX D,COMPRIME DISPERSIBLE SECABLE,500MG,B/12,LISTE I,HOP,OFF,,HIKMA PHARMA ALGERIE,ALGERIE,2015-05-13 00:00:00,2015-05-13 00:00:00,GE,F,24 MOIS
2826,003/13 G 306/09/16,13 G 306,PHENOXYMETHYLPENICILLINE,ORAPEN,COMPRIME SECABLE,1 500 000UI,B/12,LISTE I,HOP,OFF,,GROUPE SAIDAL,ALGERIE,2009-02-10 00:00:00,2016-05-08 00:00:00,GE,F,36 MOIS
2827,039/13 G 306/12/18,13 G 306,PHENOXYMETHYLPENICILLINE POTASSIQUE,PENIVAL,COMPRIME SECABLE,1 500 000UI,B/12,LISTE I,HOP,OFF,,SOCIETE PHARMACEUTIQUE ALGERIENNE SOPHAL SPA,ALGERIE,2012-02-15 00:00:00,2018-05-22 00:00:00,GE,F,24 MOIS
2828,001/13 G 470/16,13 G 470,MEROPENEME TRIHYDRATE EXPRIME EN MEROPENEME ANHYDRE,MEPRA,"POUDRE POR SOLU, INJECT OU PERF IV",1G/FL DE PDRE,B/10 FLACONS DE 20ML,LISTE I,HOP,,,HIKMA PHARMA ALGERIE,PORTUGAL,2016-01-17 00:00:00,2016-01-17 00:00:00,GE,I,36 MOIS
2829,178/13 G 470/18,13 G 470,MEROPENEME TRIHYDRATE EXPRIME EN MEROPENEME,ARCHIFAR,"POUDRE POR SOLU, INJECT OU PERF IV",1G/FL DE PDRE,B/10 FLACONS DE POUDRE,LISTE I,HOP,,,MEDOCHEMIE LTD,CHYPRE,2018-01-31 00:00:00,2018-01-31 00:00:00,GE,I,36 MOIS
2830,256/13 G 470/14,13 G 470,MEROPENEME TRIHYDRATE EXPRIME EN MEROPENEME ANHYDRE,MERONEM,POUDRE POUR SOLUTION INJECTABLE IV,1G/FL DE PDRE,B/10 FL DE POUDRE,LISTE I,HOP,,,ASTRA ZENECA,FRANCE,2014-08-03 00:00:00,2014-08-03 00:00:00,RE,I,48 MOIS
2831,001/13 G 477/16,13 G 477,MEROPENEME TRIHYDRATE EXPRIME EN MEROPENEME ANHYDRE,MEPRA,"POUDRE POR SOLU, INJECT OU PERF IV",500MG/FLACON,B/10FLACONS DE 20 ML,LISTE I,HOP,,,HIKMA PHARMA ALGERIE,PORTUGAL,2016-03-13 00:00:00,2016-03-13 00:00:00,GE,I,36 MOIS
2832,001/13 G 515/24,13 G 515,AMOXICILLINE SODIQUE EXPRIME EN AMOXICILLINE/ACIDE CLAVULANIQUE POTASSIQUE EXPRIME EN ACIDE CLAVULANIQUE,AMOCLON ES,POUDRE POUR SUSPENSSION BUVABLE,600MG/42.9MG/5ML,FLACON EN VERRE DE 75 ML,LISTE I,HOP,OFF,,HIKMA PHARMA ALGERIE,ALGERIE,2024-03-21 00:00:00,2024-06-11 00:00:00,GE,F,24 MOIS
2833,055/13 K 227/13,13 K 227,LEVOFLOXACINE HEMIHYDRATE EXPRIME EN LEVOFLOXACINE,MATADOR 250,COMPRIME PELLICULE,250MG,B/07,LISTE I,HOP,OFF,,DAR AL DAWA,JORDANIE,2013-11-03 00:00:00,2013-11-03 00:00:00,GE,I,
